,0
0,1.2565606706057277
1,0.998803451976606
2,0.7516379320089308
3,0.9033916073505367
4,0.8764440614623678
5,1.1594102188625508
6,1.1617932082180464
7,1.1060304582544738
8,0.98300915029033
9,0.8240644319940891
10,0.7898291383497417
11,1.045975653505219
12,0.8952101064207298
13,1.1388302327346589
14,1.083369072659739
15,1.1842085194973544
16,0.3889611314928959
17,0.7159187858817831
18,0.6686537359096109
19,0.893863393459469
20,0.9758221708331258
21,0.5761780201603791
22,0.8016945439417446
23,0.6527250334168115
24,1.0038770050868124
25,0.7325388851442507
26,0.9127693306308778
27,0.5768807563777749
28,0.8417583677731457
29,0.7161239185182577
30,0.901767083086472
31,0.8642364677474171
32,1.1614532135174214
33,0.9362211483251305
34,0.9828719136923819
35,0.5707474969759849
36,0.8803177781973498
37,0.6563828237035446
38,0.715434413314932
39,1.1082637594013485
40,0.8889950954807653
41,0.8424863750550763
42,1.0768885546649936
43,0.954549514956972
44,0.731665298524063
45,0.7165664465585724
46,1.088081361646431
47,0.7735406976798548
48,0.42903573950087387
49,0.8340524247448355
50,0.7224627157330644
51,0.7650315298299705
52,0.6517582854748305
53,0.4188646881754643
54,0.9262342859947659
55,0.406955095712162
56,0.8530846363668597
57,0.697698314633952
58,0.6424234776937269
59,0.3912428632376915
60,0.7534617439045438
61,0.7849367699126846
62,1.203718121825618
63,0.6955107519346556
64,1.2354702513139428
65,0.8395339048234747
66,0.9377316394168882
67,1.0458149819421978
68,0.8338463788226782
69,0.6194786291138733
70,0.7794789008897662
71,0.8377218490107249
72,0.8402210133921894
73,0.7554710543697836
74,0.7297418536714809
75,0.5717066983978396
76,0.8111744358292446
77,0.8276028370491365
78,0.37415642550630906
79,0.9270531677797302
80,0.5034632373306834
81,0.5499200695001387
82,1.0190128285797047
83,0.8951943083897433
84,0.88047475002573
85,0.9241627406866095
86,0.5712390846632686
87,0.8099771087570115
88,0.8813004992945521
89,0.7325695250446108
90,0.5833294804507334
91,0.6883956792912379
92,0.6469256132300609
93,1.0304594008009216
94,0.9125543392015557
95,0.8040907180093099
96,0.9116794580700142
97,0.599729500029768
98,0.9024743010928583
99,0.5552839001677267
100,0.7857055201130322
101,1.005852460264494
102,0.6420030588094544
103,0.5593864273160162
104,0.8286859429639296
105,0.9269737804644476
106,0.6174898010795006
107,0.9806935705711866
108,1.0084139880429885
109,0.7193303552524384
110,0.903769152921658
111,0.5767597301151338
112,0.9274821819895542
113,0.4121020151182478
114,0.525740408878233
115,0.8020834345139362
116,0.7983280102657492
117,0.6692653724955331
118,0.5867046769675134
119,0.5456101492012386
120,0.7496662683651918
121,0.9387529057987769
122,0.48991646558994306
123,0.922060303233198
124,0.7844496148102086
125,0.7860945689843668
126,0.9399957128314834
127,0.7966395734559878
128,0.7267042484315709
129,0.6092226108595997
130,0.8059896994753005
131,0.7907805756620863
132,0.9407686092534904
133,0.8889871150311748
134,0.5942916295923557
135,0.532535614861159
136,0.8573280047495585
137,0.8723066086455118
138,0.39529124562345835
139,0.6363679030237914
140,0.76969520593694
141,0.7128947539773904
142,1.067016557309544
143,0.8552508325493957
144,0.7065051728111164
145,0.7945527112952966
146,0.7888684374220399
147,0.8273746955577681
148,0.5549637419201151
149,0.8071143071149707
150,0.68179695922137
151,0.6154538101356177
152,0.8685409162783101
153,0.6054931735669794
154,0.9315456092123146
155,0.8475998317977483
156,0.7653172679656254
157,0.7542569249657184
158,0.8211546932431932
159,0.8533337461905152
160,0.9749678957370012
161,0.8791985801696345
162,0.7808373635821045
163,0.9807485804100204
164,0.5970231833712231
165,0.789064521060126
166,0.4842675405557801
167,0.6732310994691215
168,0.9859004076684194
169,0.8290400338283509
170,0.7396968581535789
171,1.1433624099272337
172,0.48132412964228655
173,1.0146412267496012
174,0.6371586661926373
175,0.4648268969310447
176,1.015863583771695
177,0.8365472692544739
178,0.6374727027008441
179,0.8632132470619395
180,0.8699295846618148
181,0.5450299200001505
182,0.7670884163815725
183,0.478026028835697
184,0.7394412736134004
185,0.7096818157955674
186,0.6473998837668582
187,0.9191162184326512
188,0.6463022147812549
189,0.6888049855276145
190,0.6600614857055811
191,0.6975972532161646
192,0.6655146253909333
193,0.8191678178388975
194,0.4467216914286837
195,0.5980646491566275
196,0.6926593607689054
197,0.6998403565186473
198,0.6629297557749254
199,1.0239303729047868
200,0.9755504209233914
201,0.5227345096593492
202,0.8881639273436402
203,0.8864870011079724
204,0.6601280298491478
205,0.9544528883846946
206,0.6339757545773841
207,0.7171028690544026
208,0.4954120743256397
209,1.2849925585029576
210,0.6189780134831588
211,0.6430037600858904
212,0.7576296688909394
213,0.7391264298376544
214,0.5410253934735164
215,0.5219650449604213
216,0.3304043866710187
217,0.8211281111641854
218,0.5716585495595685
219,0.6962453934378157
220,0.7342184774408811
221,0.6575075594378207
222,0.9209860011973481
223,0.9493547235489156
224,0.6479158047563394
225,0.6036512666945678
226,0.6705763545639016
227,0.6225648238679526
228,0.43687256951891223
229,0.8011269853945953
230,0.7285289618233216
231,0.9458931237073347
232,0.7916379039375379
233,0.6478585917946681
234,0.7086353324847627
235,0.6831525558416202
236,0.5181222839395717
237,0.8567772638614822
238,0.6357293068852077
239,0.5096076224321898
240,0.8725125886370998
241,0.9390251613759234
242,0.6810757430341826
243,0.7085646276526054
244,1.055947803562657
245,0.6960589149532772
246,0.681470697999965
247,0.6326905621860973
248,0.837632299026549
249,0.9623109113381777
250,0.8724428899486
251,0.7857172538137196
252,0.8987158781746567
253,0.5970671042867304
254,0.6272364691091102
255,0.7023268106388941
256,0.8484758077462492
257,0.49958715530644576
258,0.5861589071907968
259,0.8338127399252595
260,1.0777363423917063
261,0.918643862731821
262,0.5187035576302358
263,0.6364068140166848
264,0.5299736370025494
265,0.5131082497943759
266,0.5707982590275268
267,0.6298864621494432
268,0.7062663764096633
269,0.45813473416359296
270,0.7189579357258375
271,0.7002620310036164
272,0.7346137491053164
273,0.5369308618989976
274,0.3871982910168091
275,0.7861505201578673
276,1.0148772333838445
277,0.4849205683292323
278,0.7947220282587556
279,0.6946643641843862
280,0.9965678180948767
281,0.9714960988432201
282,0.6710865087751051
283,0.6086769846446779
284,0.5335427703696769
285,0.5254964262355604
286,0.7658441206097736
287,0.3129969352077127
288,0.8823734088775482
289,0.6576618624037032
290,0.48215885253352886
291,0.7613924137526189
292,0.7909439408782469
293,0.6510012930082822
294,0.4914392516056876
295,1.021885424525577
